ethelmonster,Film-centric  queer geek doing a STEM degree  writing screenplays and acting. Professional good face-haver.
kenemonics,The Science Behind Astrology & Beyond.  The Full Color illustrated book will be available on the official website soon!
alli_cat14,ΑΧΩ | DC Dance Factory Teaching Assistant
conescuchamivoz,We organize educational campaigns in favor of civic spirit & Human Rights using design  art and other cultural manifestations.
haylsclift,working in tech & defence with @offsetmarket
asmadigames,I make games.  For instance  We Didn't Playtest This at All  and Win  Lose  or Banana!  Sometimes my Banana Assistants post on this account o_o!
usembtallinn,Welcome to the official twitter account of the U.S. Embassy in Tallinn  Estonia. Don't hesitate to contact us with questions  suggestions or comments.
adambadger,Providing the latest aviation news to you in one convenient place. I'm also a member of EAA  EAA Chapter 75 & AOPA. I visit AirVenture each year in Oshkosh  WI.
marovdan,President and COO  @Earthport. Technology  banking- but not like you're thinking  blockchain  biology  space  crocodilians  London
jibukc,Planet Earth is heading towards total disaster in near future! Read https://t.co/t9vdevfjNm   think  debate&share
princewilliyum,Served lemons  made lemonade | Florida A&M University |
hamada_2010_616,
cinnamonlester_,Futura astrofísica. NO3- de agradarte con esta biografía. Maga  lectora e imbécil a tiempo completo. KickThePj  yo.
vic_alonsoperez,Founder @Chipsafer  Advisory Board Member @SGAC  Board Member @SpaceFoundation  #ElectronicsEngineer  #Entrepreneur  #SpaceGeek. @ISUnet & @SingularityU alumna
mans2219,كلن يعود لأصل جده و مرباه •• اللهم ارحم من رباني واجعل الفردوس الاعلى مسكنه •• B747-8
christakou,Associate Professor in Cognitive Neurobiology @UniofReading  [education  children's welfare  science  brains and their people]
stevetjohnson,Social Media Strategist and Group Manager @YeslerB2B. Co-founder of Acuo CrossFit. Love hunting. Faith  family  the great outdoors. Thoughts are my own.
usvma,⚡️ | Chalta hai  Hota hai  Dunya hai |
ohshititsprayx3,#Pisces| 20| There's no place quite like here  there's no better time than now... you gotta stay ready
free_peppers,Настоящему индейцу завсегда везде ништяк!©
corinhoggard,Husband. Father. @ABC30 anchor/reporter/investigator. @HonorsCollegeUH graduate. @UHCougarFB fan. I've seen Hamilton.
christinenews,Producer/Reporter @Bloomberg. Lawyer. Traveler. Political & Biz News Lover. Toronto-based. Lived in 5 countries  wandered 70+
ndalumni,The official account of the Notre Dame Alumni Association. Stop by our office here in the Eck Visitors Center on campus  or tweet your question to us. Go Irish!
puteri_halia,(｡[◕] ‿ [◕]｡)/``~~hi 。Music devotee。Food lover。I'm just the product of the way i feel。Δίδυμοι。
sarabelfgren,B = Bergmark. Engelsfors trilogy (w @matsstrandberg_) out in 30+ countries. Nu leker vi! + De dödas röster + #firstlikefilm + Vei (29/3 2017). Ig: sarabelfgren
alexiepereyra,feminist college student and aspiring superhero
ministerised,Canadian Minister of Innovation  Science and Economic Development    Terms and conditions: https://t.co/4dYZiG2GNy    En français : @MinistreISDE
daviijf,só quero reclamar
weatherdan,✝Believer  Husband  Dad  Emmy Award Winning Chief Met @KNWANews & @FOX24News  Storm Chaser  OU Alum Keeping you informed of the crazy weather in the NWA/RV area
flite,Flite is a CMP that makes digital advertising more effective for brands  more profitable for publishers  and better ad experiences for consumers.
cdodrun,
nasa_sport,SPoRT is a @NASA project to transition unique observations & research to the operational weather community to improve short-term forecasts on a regional scale.
warmachinesco,Creator of War Co  a card game funded on Kickstarter. Pre-order link in bio. I pretend to be a scary corporation in my spare time. Other Twitter @BrandonGameDev
shanehannon01,Broadcast Journalist @NewstalkDrive @NewstalkFM - shane.hannon@newstalk.com - Space Geek & Future Astronaut - Sport Fanatic - English/History grad - Own views.
dukeresearch,Creating knowledge. Serving society.
gosportmike,Military news reporter; writer  photographer and graphic artist.
peniierecti,
hakonanes,Studying Applied Physics at @NTNU. Working with the @numfys online comp phys resource. Love @ThePSF and @djangoproject
astrotweeps,Jonathan Fortney  • @jjfplanet • https://t.co/xi86iPD73r • A new astronomer/planetary scientist tweeting about space each week
lynnpatty,Love All Things Disney!
gwinnettchamber,In Business For You
kayawalton,Public servant. #measure and #contentstrategy geek for @voanews. #BODYPUMP-er. Unapologetic sports fan. Mother of one.
britannicalearn,Britannica Digital Learning Engages Students and Educators With Trusted and Relevant Content Solutions
widespacer,World's leading expert on sentence spacing.  The space between sentences is an aesthetic and functional choice  not a law.
knobuddy,Interaction and Graphic Design. Tabletop Boardgaming. Puns and word play make me happy.
kelspeed,Mother of a pilot and K-State Sophomore  working on my garden  chickens and chicks; and reading every chance I get
edwardstewart,painter  teacher  blogger  podcaster
cykodad408,No matter where you go  there you are  - Buckaroo Banzai
osirisrex,The official Twitter feed for NASA's OSIRIS-REx spacecraft. I'm on a seven-year mission to return a pristine sample from the #asteroid Bennu. #ToBennuAndBack
kiss_mekate,Humorist and humanist. TV professional. Student. Actor. Traveler. Animal lover. Natural blonde.
mbadingapali,
cheddar,Cheddar is a live news network covering tech  business  and media.  M-F 9am-11am  12pm-2pm  and 3pm-5pm ET https://t.co/0puPLkmUgm
