jcgpz,Fri Sep 23 00:16:33 +0000 2016,779112177668153345,156,287,0,0,The latest Astronomy Daily! https://t.co/AeBEE5R01P Thanks to @exploreplanets @astrobiology
MilkyWayKiwi,Fri Sep 23 18:27:42 +0000 2016,779386775735144448,513,1044,0,0,Tardigrade Radiation Protection Gene Discovered - Astrobiology https://t.co/2pJVU0h6tD via @Astrobiology
AdamFrank4,Sat Oct 01 13:37:56 +0000 2016,782212955874193408,10550,715,0,0,Getting Climate Wrong. Why we need the Astrobiology of the Anthropocene. Today's 13.7 post. @Revkin @DrFunkySpoon  https://t.co/3liMFCPdC1
jcgpz,Thu Oct 06 00:16:37 +0000 2016,783823238526824448,157,287,0,0,The latest Astronomy Daily! https://t.co/4KWIHqeIbk Thanks to @exploreplanets #astrobiology #ciencia
antisophista,Sun Sep 18 10:27:06 +0000 2016,777453891709464576,361,488,0,0,@NASAhistory do we know who the baby is whose crying was recorded on the @NASAVoyager Golden Record? https://t.co/ItJ62eBMUp
myrmoteras,Sun Sep 18 12:09:07 +0000 2016,777479564314439680,550,203,0,0,Cool   @NASA support derived articles added to @ncbi_pubmed https://t.co/cwsuSPOzO8   joining biodiversity  other non med domains @Pensoft
rajcivil19,Sun Sep 18 14:12:52 +0000 2016,777510705486503936,12,187,0,0,@NASA what is mass ?
exploreplanets,Sun Sep 18 14:38:02 +0000 2016,777517038331985920,109564,432,0,0,Hubble Finds a Lenticular Galaxy Standing Out in the Crowd https://t.co/cXeHSBv6nz via @NASA https://t.co/ZvnlgznWUU
ProjectEngin,Sun Sep 18 14:50:14 +0000 2016,777520109950799872,721,1647,0,0,Great for sense of scale in #STEM classes! NASA  Space Exploration and Astronomy News https://t.co/Dfasqj4FIr via @SPACEdotcom
hassanarrizal,Sun Sep 18 15:56:21 +0000 2016,777536748481974272,105,117,0,0,Thank You @NASA and @NASA_Astronauts for letting @smartereveryday teach us about hypoxia. https://t.co/b7tUZtFVAj via @smartereveryday
09_bjones,Sun Sep 18 16:46:29 +0000 2016,777549366307463170,432,559,0,0,@maggiekb1 2nd question: How would DJT's America 1st policy impact a lagging @NASA esp. w/regards to our dependence on Russia for #Soyuz?
IgorGuilarte,Sun Sep 18 17:08:57 +0000 2016,777555020233388033,1214,2620,0,0,Here's the incredible view an astronaut sees on a space walk @NASA - Business Insider https://t.co/oCFUHSV9Dx
TimeSpaceSolved,Sun Sep 18 18:23:20 +0000 2016,777573736337723392,4,49,0,0,@exploreplanets @NASA   the Big Bang #theory how big is it https://t.co/lJ14rFNMAw
griz1,Sun Sep 18 19:09:31 +0000 2016,777585359035113473,2002,801,0,0,#CarrizzoPlain &amp; #TemblorMts w #moon from @AlaskaAir. @iLove_Aviation @Aviation4_Life @NASA @geolsoc @NatGeoPhotos https://t.co/jpRnH8DIK7
NASA,Sun Sep 18 19:22:02 +0000 2016,777588509813018624,18764317,261,0,0,What does four days at Saturn look like? @CassiniSaturn spacecraft stared at the planet for nearly 44 hours. Look: https://t.co/BaNfU6HaqA
brunocvcunha,Sun Sep 18 21:46:56 +0000 2016,777624976115380224,9962,8157,0,0,@Oracle @NASA completely unrelated with Java  though.
SunnJax,Sun Sep 18 22:42:53 +0000 2016,777639055022395392,369,223,0,0,@SarcasticRover — @NASA should send you a coupon for a free rover wash... 🛁
shahselbe,Mon Sep 19 01:48:08 +0000 2016,777685677961977856,4761,1995,0,0,I love @tom_sachs work. Such a unique look at @NASA and science/engineering. https://t.co/yUrq2w6AOQ
Its_vkr,Mon Sep 19 01:54:47 +0000 2016,777687350709219328,183,105,0,0,World’s longest lightning bolt travelled 321 kms https://t.co/gxDk7PNWSK  @NASA
JoeJun4,Mon Sep 19 04:35:44 +0000 2016,777727852359942145,666,390,0,0,Starry Night Scavenger Hunt  via @NASA https://t.co/nblIPyh7Sx #astronomy #Nasa #PicOfTheDay https://t.co/cuCNTt3Ifc
JonathanFaull,Mon Sep 19 09:26:08 +0000 2016,777800937259864064,661,964,0,0,Russia postponing Sept 23 @Space_Station  launch  more details later @nasa @esa https://t.co/xNj2a4Y9qu
danielatalaya,Mon Sep 19 14:34:17 +0000 2016,777878483473162240,517,2002,0,0,Science in short  via @ISS_Research #genomics #DNA #biology https://t.co/3b1Vr1otwC
NadiaChilmonik,Mon Sep 19 14:41:50 +0000 2016,777880383761354752,208,266,0,0,Where the Small Moon Rules https://t.co/6JU8Sncqat via @NASA https://t.co/CnKoRrfsmS
mmourafiq,Mon Sep 19 14:42:19 +0000 2016,777880505308028928,441,268,0,0,Where the Small Moon Rules https://t.co/3hqA3avsH2 via @NASA https://t.co/bIAZaCZ0lf
EricWFMJ,Mon Sep 19 14:42:42 +0000 2016,777880603870003200,2916,428,0,0,Where the Small Moon Rules https://t.co/V5IbuXSawT via @NASA https://t.co/IUlqCKweMS
PY3IT,Mon Sep 19 14:43:42 +0000 2016,777880853892521984,557,158,0,0,Where the Small Moon Rules https://t.co/Xine11pXm2 via @NASA https://t.co/0PyZvIyjvl
Mannyy1991,Mon Sep 19 14:44:20 +0000 2016,777881012344852480,121,178,0,0,Where the Small Moon Rules https://t.co/sjvK1loImh via @NASA https://t.co/eSNis59NCQ
d0b0,Mon Sep 19 14:44:56 +0000 2016,777881162782011392,1234,945,0,0,PotD: Where the Small Moon Rules via @NASA https://t.co/dV5QzEuEEk https://t.co/5snPuDsDmg
BeastMode_Gabe,Mon Sep 19 14:44:57 +0000 2016,777881167710285824,359,609,0,0,Where the Small Moon Rules repost via @NASA https://t.co/9UbehhBCmt #NASA #space #science https://t.co/6ArKH8LgeU
JoeJun4,Mon Sep 19 14:47:25 +0000 2016,777881789062848512,666,390,0,0,Where the Small Moon Rules https://t.co/VWk3FPpjQz via @NASA https://t.co/XstuaOfCXU
Summer_Ash,Mon Sep 19 15:01:24 +0000 2016,777885308327227392,7341,2763,0,0,9) NASA’s @CassiniSaturn Mission just entered its final year at the ringed planet. 🚀😢 https://t.co/fAqhVjCF8q #maddow
Old_winter,Mon Sep 19 15:01:25 +0000 2016,777885313217667073,11,19,0,0,@NASA  and @Shell  collaborate to build a probe. https://t.co/dhKUH1eDMr
NASA,Mon Sep 19 15:43:01 +0000 2016,777895782481551360,18783425,261,0,0,AHOY MATEYS! @Astro_Jeff sighted the Caribbean whilst aboard @Space_Station earlier this year #TalkLikeAPirateDay https://t.co/H8J3PEP88I
HariGaurav,Mon Sep 19 15:50:55 +0000 2016,777897770141102083,39,296,0,0,@exploreplanets @NASA  @MarsCuriosity One of the best Selfie I've seen!! #Curiousity #Mars
genejm29,Mon Sep 19 17:11:43 +0000 2016,777918102537441280,10626,8782,0,0,.@NASA_Orion Heat Shield for Next Space Flight is at Kennedy Space Center | via #NASA https://t.co/6iXj7xqSKd
PaulMartinAmb,Mon Sep 19 18:02:55 +0000 2016,777930988328521728,19,61,0,0,@Space_Station @ISS_Research @JAXA_en @NASA @roscosmos Frustrated  like many others with the lack of centrifuge research. Why???.
NASA_Orion,Mon Sep 19 18:30:07 +0000 2016,777937834602889216,291837,150,0,0,Our heat shield arrived @NASAKennedy on the first step of a journey that will take it beyond the moon and back.… https://t.co/zgn62MgGpt
PaulMartinAmb,Mon Sep 19 18:40:07 +0000 2016,777940351147511809,20,61,0,0,@Space_Station @ISS_Research @JAXA_en @NASA @roscosmos Nobody ever replies when I ask about space centrifuges. Very strange....
samoester,Mon Sep 19 19:19:30 +0000 2016,777950262967361537,9845,1131,0,0,#OSIRISREx Mission Status Report – Sept. 15: On track for journey #ToBennuAndBack! https://t.co/t29vSMegbN via @NASA @OSIRISREx
IgorGuilarte,Mon Sep 19 19:33:12 +0000 2016,777953708042694656,1228,2635,0,0,@NASA Spacecraft Captures Black Holes Eating Stars &amp; Belching Fire - The Huffington Post - US https://t.co/1RbSi9Ywpr
13adh13,Mon Sep 19 20:58:41 +0000 2016,777975222133743617,2676,404,0,0,@NASA_Johnson @jrealzy @gracepotter you had me at "more NASA"
ask_tweety,Mon Sep 19 21:44:28 +0000 2016,777986744503439360,123,94,0,0,@NASA .......... Are robots employees  they exist ...so they are Real .....
msroberts0619,Mon Sep 19 21:46:06 +0000 2016,777987152739180544,21,27,0,0,@NASA I have nothing but pride and respect for all of the real scientists at NASA. Unfortunately @NASAGISS is hurting your image with fraud.
RobbHaney,Mon Sep 19 22:13:00 +0000 2016,777993922471657476,214,578,0,0,Hey  @MadisonLowery. Is your world turned upside down now that @NASA adjusted the astrological signs?
Space_Station,Mon Sep 19 22:32:56 +0000 2016,777998940851560448,805547,234,0,0,@PaulMartinAmb @ISS_Research @JAXA_en @NASA @roscosmos You can find out more about centrifuge research here... https://t.co/D7SuWnWetY
tweetsoutloud,Mon Sep 19 22:50:17 +0000 2016,778003307738476545,77509,387,0,0,I came to @NASA to explore space and chew gum  and I'm all out of gum. #Monday
NASAJPL,Mon Sep 19 22:51:22 +0000 2016,778003578489155584,1067605,374,0,0,Take a virtual walk on Mars with astronuat Buzz Aldrin + @MarsCuriosity driver Erisa Hines  now at @ExploreSpaceKSC… https://t.co/tQTpX1ep1d
Summer_Ash,Mon Sep 19 22:54:11 +0000 2016,778004287754502144,7346,2765,0,0,@tweetsoutloud @NASA missed opportunity really..
r_c,Mon Sep 19 22:59:01 +0000 2016,778005505117712384,42507,1646,0,0,Where the Small Moon Rules via .@NASA https://t.co/BbVroKmbSr https://t.co/8a9WP5K3wJ
steveshannahan,Mon Sep 19 23:23:35 +0000 2016,778011684728221696,43,151,0,0,@MarsCuriosity @ExploreSpaceKSC @NASAKennedy @NASA @NASAJPL just like the moon landing!!!...I kid  I kid
Pitguy34,Tue Sep 20 00:20:08 +0000 2016,778025916916051969,146,117,0,0,@NASA @CassiniSaturn @NASA_Hubble Nice ancient croc on bottom right . Haha
StarTalkRadio,Tue Sep 20 01:41:07 +0000 2016,778046296095531008,119001,943,0,0,Blog: What Goes on Inside @NASA Mission Control? Find out Tuesday from @Astro_Mike &amp; Friends. With @maevehiggins https://t.co/Ofwh5RrxNn
SteveTempleton,Tue Sep 20 01:45:55 +0000 2016,778047505766416384,5796,888,0,0,#ISS viewing may be good Wed. Sep 21  5:51 AM Max Height: 58°  Appears: 10° above NW @NASA  https://t.co/JLOah6Qzg1 https://t.co/JTil4nBGqc
kejames,Tue Sep 20 02:26:44 +0000 2016,778057777222647808,18371,2275,0,0,@AstroKatie @PlanetDr Seen this? It's corny and I love it so much. (I admit a little pang of envy though…). https://t.co/Msj8oK0FGU
AstroSoumyadeep,Tue Sep 20 05:52:08 +0000 2016,778109467221188608,1220,1208,0,0,https://t.co/jCMAvs0pcP  Forgot ? As it is a small issue right nasa ?  How the f**k u FORGOT ?  WELL I knew it long time ago ! @NASA
Rainmaker1973,Tue Sep 20 06:29:44 +0000 2016,778118932750299137,7475,195,0,0,.@CassiniSaturn spots the night side of the gas giant lighted up by the ringshine  Sep 17  2016… https://t.co/0xqphnct1Y
esascience,Tue Sep 20 08:54:36 +0000 2016,778155389611282432,198532,227,0,0,A truly thrilling ride: After 12 yrs studying Saturn  its rings &amp; moons  @Cassinisaturn begins final year of journey https://t.co/KoQzsBNhgv
couleurkf,Tue Sep 20 09:48:59 +0000 2016,778169072039190528,911,619,0,0,U drunk @NASA ! go home! ^^ https://t.co/dJ5IxVB6XP
dawnbazely,Tue Sep 20 12:13:46 +0000 2016,778205511170785280,7046,6795,0,0,Fabulous interactive graphics illustrating how different factors cause #climatechange: @NASA data Pls RT… https://t.co/mXqvgUXgjs
