cosmocrops,We're the University of Copenhagen 2016 iGEM team. Our name is CosmoCrops and our aim is to make a co-culture system and optimize it for Space usage.
trassens,Analyst  writer  journalist  educator  former university IT professor
govi47,Come corpo ognuno è singolo  come anima mai♡ I love  life  nature  the universe   I LOVE MY DREAMS!!
bens_lab,@Youtube Science nut. Tweeting about almost anything interesting. Reading  writing  laughing and long walks in the backyard.
stellarplanet,@NASAGoddard Postdoc Fellow | Physics PhD from @UniofExeter |@IOP 3 Minute Wonder Winner | @BSACDivers Instructor | Producer of The Science Hour on @XpressionFM
njthenighttrain,According to a recent report from New York City Comptroller's Office...the Millennium Generation 1985-1991 are having a challenge with employment. Why?
prometheiplanum,
acecentric,#Geek  #space nut  #webvideo producer  #podcaster  author  #UFO journalist  bourbon enthusiast  travel junkie  #vegan  and dog lover.
astrobiologytop,Follow us for the top Astrobiology news  curated by the Twitter community.
ecroydon,Feminist/Writer/Comedienne #TonightShow #LastComicStanding #NationalLampoon #DiscoveryChannel #trump420
