michalradziwon,Sun Sep 18 20:55:12 +0000 2016,777611958199590912,78,165,2,3,has_photo,Engineering the Red Planet. 500KLOC that allowed landing on Mars. Speech by @Doctor_Astro on #JavaOne https://t.co/q5LJktQ9pY
jlgalache,Tue Jan 31 11:03:34 +0000 2017,826385429293367296,763,811,0,0,has_no_media,@kimberlykowal I wanted to get one for my wife but @NASAJPL store only had onsies :-( Where did your husband get it?
jlgalache,Tue Jan 31 11:02:05 +0000 2017,826385056298070017,763,811,0,1,has_no_media,@kimberlykowal My baby daughter has a onsie with that printed on it (and the @NASA logo). My wife found it hilarious that I bought her that.
jlgalache,Sat Jan 28 19:47:22 +0000 2017,825430083871600641,763,811,0,1,has_no_media,@pavelcurtis Yeah  it's morse code for JPL :-) @elakdawalla
jlgalache,Wed Jan 25 13:06:07 +0000 2017,824241942204710917,763,811,0,1,has_no_media,Finally got the right spelling. But I never knew @asrivkin was such an unorthodox  money man  or a money man at all! https://t.co/EFJvZUm8fW
jlgalache,Mon Jan 23 22:09:06 +0000 2017,823653812741214209,763,811,0,0,has_no_media,@AstroKatie Whaaa??? I thought it was a manual being used by Trump &amp; Co.!   Well it ain't fiction no more...
jlgalache,Mon Jan 23 21:56:49 +0000 2017,823650721178320896,763,811,0,0,has_no_media,@AstroKatie @guardian Let's keep calling them "lies"  shall we? It's a perfectly good word that we all understand. Like "Nazi"!
jlgalache,Fri Jan 20 09:12:58 +0000 2017,822371331345760257,763,811,0,0,has_no_media,@megschwamb Welcome to 3lub!
jlgalache,Thu Jan 19 17:37:50 +0000 2017,822135995760017409,763,811,0,2,has_no_media,@asrivkin @starstryder ♫♫ It's the circle of life ♫♫
jlgalache,Thu Jan 19 17:34:31 +0000 2017,822135158727917568,763,811,2,10,has_no_media,Polishing up a @NASA SBIR proposal with @IronMaiden blasting through the headphones. Wondering how I can work in "caught somewhere in time".
jlgalache,Tue Jan 17 23:21:49 +0000 2017,821497785061097475,763,811,0,0,has_no_media,@Alex_Parker I want to see the data and formulae. There's got to be misplaced  '-1' multiplier somewhere... Or it's an alternate Universe.
jlgalache,Mon Jan 16 16:05:43 +0000 2017,821025650580590592,763,811,0,0,has_no_media,.@SciBry @washingtonpost My first thought when it started playing: "I hope he doesn't get killed." That's where things have got to :-(
jlgalache,Fri Jan 13 19:10:42 +0000 2017,819985037009555456,763,811,0,0,has_no_media,@mhbx Or that it might affect voting  but it doesn't. @AstroKatie
jlgalache,Sun Jan 08 09:08:11 +0000 2017,818021469624107008,763,811,0,0,has_no_media,.@realDonaldTrump Did they have anything to say about those 3 million illegal votes you keep talking about?  @JackSarfatti
jlgalache,Sat Dec 17 21:32:33 +0000 2016,810236263467012096,763,811,0,0,has_no_media,@LouDobbs @JackSarfatti @AmbJohnBolton The people's will? The people did not vote for Trump.
jlgalache,Tue Dec 13 17:40:25 +0000 2016,808728293507792896,763,811,0,2,has_no_media,@scicheer I do try my hardest! :-D  @Astro_Mike @SocRiskAnalysis
jlgalache,Sun Dec 04 18:15:46 +0000 2016,805475701302431745,763,811,0,1,has_no_media,@NoisyAstronomer You're still ahead of me! I've read zero of them.   There  I just move you up in the Late Nerd Queue :-D
jlgalache,Fri Dec 02 17:48:31 +0000 2016,804744067980652544,763,811,0,1,has_no_media,@MVdar @AsteroidDay @geoffnotkin @b612foundation @DSLauretta @astroEdLu That I do...and I will cherish it until the day I join the asteroids
jlgalache,Tue Nov 29 23:25:54 +0000 2016,803741807490330624,763,811,0,1,has_no_media,@AsteroidDay @geoffnotkin @MVdar @b612foundation @DSLauretta @astroEdLu @SentinelMission I don't have one  so I'm not a rockstar? :-(
jlgalache,Thu Nov 24 08:35:58 +0000 2016,801705907944128513,763,811,0,1,has_no_media,@dzsenits Indeed  they do. When I tell people that @NASA gets 1/40th of what DoD gets  they're shocked and dismayed. @GoDeepSpace
jlgalache,Tue Nov 15 07:41:58 +0000 2016,798430828472762368,763,811,0,0,has_no_media,@vrooje @NPR @MorningEdition @edokonrad @nytimes Let's call things by their names  by how they're defined in the dictionary.
jlgalache,Tue Nov 15 07:39:38 +0000 2016,798430241249226753,763,811,0,1,has_no_media,@jr_pritchard My laptop did not cost $500 ;-)
jlgalache,Wed Nov 09 07:48:57 +0000 2016,796258259535593472,763,811,0,0,has_no_media,@raptorslc @CatherineQ Agreed with that. Let's not write off women as presidential candidates because of this debacle!
jlgalache,Wed Nov 09 07:22:23 +0000 2016,796251573944983553,763,811,0,0,has_no_media,@CatherineQ Totally.   We all were : -(
jlgalache,Wed Nov 09 07:14:08 +0000 2016,796249496128811008,763,811,0,0,has_no_media,@CatherineQ And sorry if it sounds like I'm trying to tell you how to feel. I'm not. We're all hurt and pissed off together in this.
jlgalache,Wed Nov 09 07:13:13 +0000 2016,796249266641666048,763,811,0,2,has_no_media,@CatherineQ I supported Hillary over Obama when they went head-to-head. Believe me  I understand how retrogade this all is :-(
jlgalache,Wed Nov 09 07:11:06 +0000 2016,796248733621112834,763,811,0,1,has_no_media,@CatherineQ This year  more than ever  I wanted a women to be president!
jlgalache,Wed Nov 09 07:10:37 +0000 2016,796248614653804544,763,811,0,1,has_no_media,@CatherineQ Oh yeah  for sure. But there's a scale  and if Trump were a viable president  Hillary's loss would be at the top. He's not :-(
jlgalache,Wed Nov 09 07:07:56 +0000 2016,796247938020347905,763,811,0,0,has_no_media,With all due respect  @CatherineQ  that's the least of our worries. Who was elected INSTEAD is the real scary problem and let-down.
jlgalache,Tue Nov 08 16:41:08 +0000 2016,796029799143718912,763,811,0,0,has_no_media,@kejames @GuardianUS ...Of the USA  (What took you so long  USA!!!!!?????)
jlgalache,Tue Nov 08 11:07:12 +0000 2016,795945762911821824,763,811,0,1,has_no_media,@wilselwood :-)
jlgalache,Tue Nov 08 10:28:15 +0000 2016,795935960844431360,763,811,0,0,has_no_media,@wilselwood No 3D piecharts??????? Awwwww.
jlgalache,Sat Nov 05 12:19:21 +0000 2016,794876755928608768,763,811,0,3,has_no_media,@asrivkin Did anything good ever happen when Yoko "weighed in" on Beatles stuff?   So no  the answer is no.
