mattcosby,Wed Feb 01 08:16:11 +0000 2017,826705692098777088,355,287,0,0,has_no_media,@spacechelle @ARISS_status @Thom_astro I am. 1500?
mattcosby,Fri Jan 13 09:08:37 +0000 2017,819833518939377664,355,287,0,3,has_no_media,I had this as a kid @Louiestowell . Had no impact on my later career. Oh... Wait... https://t.co/6Eg16G1ioj
mattcosby,Thu Jan 12 11:26:46 +0000 2017,819505896933953536,355,287,0,0,has_no_media,Will be looking forward to seeing @MonicaGrady on @bbcquestiontime tonight. Good luck Monica! https://t.co/0qGPmOGFxT
mattcosby,Wed Jan 11 14:08:20 +0000 2017,819184168856944646,355,287,0,2,has_no_media,@GruntledChalkie @lisaharveysmith That sounds like a great scene for a film!
mattcosby,Mon Jan 09 09:14:09 +0000 2017,818385361705598978,355,287,0,1,has_no_media,@alanrew @ScienceNelson @BBCEarth I'll ask my 4 YO daughter when she gets back from school.
mattcosby,Thu Dec 29 21:06:38 +0000 2016,814578397057839106,355,287,0,1,has_no_media,@Louiestowell https://t.co/Q9Afk9S0rl
mattcosby,Wed Dec 28 09:52:06 +0000 2016,814046255924084736,355,287,1,1,has_no_media,Let's hope @Thom_astro is in the Columbus with the camera on for the next @ARISS_status contact. @arissproxima30… https://t.co/U1tJsAjD05
mattcosby,Sat Dec 24 16:59:13 +0000 2016,812704193249165312,355,287,0,1,has_no_media,@Victrix75 that's a good idea. where's that corkscrew.  Have a good one and see you in the New Year.
mattcosby,Sat Dec 24 11:31:42 +0000 2016,812621768594747396,355,287,0,1,has_no_media,@ScienceNelson And you. Enjoy.
mattcosby,Sat Dec 24 11:28:05 +0000 2016,812620861027078145,355,287,0,1,has_no_media,@ScienceNelson it will soon be over!  The children are outside building the bunker as we speak!
mattcosby,Thu Dec 15 11:24:20 +0000 2016,809358423737462784,355,287,1,7,has_photo,OTD a year ago - we took @Flightsuit_Tim to the @sciencemuseum on @SW_Trains https://t.co/FY0j1iR8fl
mattcosby,Sun Dec 11 19:51:41 +0000 2016,808036554308517889,355,287,0,2,has_no_media,@arissproxima30 @goonhillyorg @SatAppsCatapult @Thom_astro @CNES Good luck. We will be watching.
mattcosby,Sun Dec 11 19:23:11 +0000 2016,808029381012717569,355,287,0,1,has_no_media,@arissproxima30 @goonhillyorg @SatAppsCatapult @Thom_astro @CNES @AmsatUK so are we. Let's hope for the 2nd contact like @astro_timpeake.
mattcosby,Sun Dec 11 19:23:11 +0000 2016,808029381012717569,355,287,0,1,has_no_media,@arissproxima30 @goonhillyorg @SatAppsCatapult @Thom_astro @CNES @AmsatUK so are we. Let's hope for the 2nd contact like @astro_timpeake.
mattcosby,Sun Dec 11 18:49:49 +0000 2016,808020985148534784,355,287,3,4,has_no_media,Happy to support @Thom_astro #proxima mission. @goonhillyorg @SatAppsCatapult @arissproxima30 @CNES https://t.co/X7LVWGLdiz
mattcosby,Thu Dec 08 16:18:00 +0000 2016,806895614558687232,355,287,0,0,has_no_media,We mght need to get @astro_timpeake to tell @Thom_astro where it is! https://t.co/HV4D2bnQCy
mattcosby,Thu Dec 08 11:46:58 +0000 2016,806827404635283456,355,287,4,5,has_no_media,Follow the @ARISS_status contact with @Thom_astro here - https://t.co/65lVU6lQe4 Hopefully with #HAMTV from @goonhillyorg @SatAppsCatapult
mattcosby,Thu Dec 08 11:45:48 +0000 2016,806827112653090816,355,287,5,8,has_no_media,A misty #Cornwall awaits an #ISS pass w/ @ARISS_status contact from @Thom_astro see https://t.co/AGzTTwHbUt @SatAppsCatapult @goonhillyorg
mattcosby,Wed Nov 30 16:52:39 +0000 2016,804005230140674048,355,287,0,1,has_no_media,The solar wind simulator worked a treat! @MonicaGrady @mggtTaylor @UKSpaceAcademy https://t.co/Scfzlu3iHe
mattcosby,Wed Nov 30 16:52:39 +0000 2016,804005230140674048,355,287,0,1,has_no_media,The solar wind simulator worked a treat! @MonicaGrady @mggtTaylor @UKSpaceAcademy https://t.co/Scfzlu3iHe
mattcosby,Wed Nov 30 16:52:39 +0000 2016,804005230140674048,355,287,0,1,has_no_media,The solar wind simulator worked a treat! @MonicaGrady @mggtTaylor @UKSpaceAcademy https://t.co/Scfzlu3iHe
mattcosby,Wed Nov 23 11:59:28 +0000 2016,801394736045129728,355,287,2,4,has_no_media,This telescope was used during the @ESA_EDM entry phase. Watched the UHF transmissions from the spacecraft.… https://t.co/1T5DmPS5hk
mattcosby,Tue Nov 15 09:07:43 +0000 2016,798452410880561153,355,287,0,1,has_no_media,@Louiestowell as if we needed a leaked memo to know that there isn't a plan!
mattcosby,Fri Nov 11 07:39:35 +0000 2016,796980678483202048,355,287,0,1,has_no_media,#BeagleLegacy is to transmit during landing. This was done on @ESA_EDM https://t.co/iX5zSuh8GJ
mattcosby,Tue Nov 08 13:57:43 +0000 2016,795988675758845955,355,287,1,2,has_no_media,Great to be a part of the @ESA_EDM team that got the data back. #BeagleLegacy #MarsComms https://t.co/ltjLwAKjbL
